word,language,category,severity,variants,action
gob4cktoyourcountry,English,xenophobic_insult,critical,go back to your country,block_and_flag
gobacktoyourcountry,English,xenophobic_insult,critical,go back to your country,block_and_flag
YOU PEOPLE ARE INFERIOR,English,hate_targeting,critical,you people are inferior,block_and_flag
y o u p e o p l e a r e i n f e r i o r,English,hate_targeting,critical,you people are inferior,block_and_flag
y******************r,English,hate_targeting,critical,you people are inferior,block_and_flag
y0u p30pl3 @r3 1nf3r10r,English,hate_targeting,critical,you people are inferior,block_and_flag
y0upe0pleareinferi0r,English,hate_targeting,critical,you people are inferior,block_and_flag
you-people-are-inferior,English,hate_targeting,critical,you people are inferior,block_and_flag
you_people_are_inferior,English,hate_targeting,critical,you people are inferior,block_and_flag
youp3opl34r31nf3r1or,English,hate_targeting,critical,you people are inferior,block_and_flag
youpeopleareinferior,English,hate_targeting,critical,you people are inferior,block_and_flag
YOUR RACE IS INFERIOR,English,hate_targeting,critical,your race is inferior,block_and_flag
y o u r r a c e i s i n f e r i o r,English,hate_targeting,critical,your race is inferior,block_and_flag
y****************r,English,hate_targeting,critical,your race is inferior,block_and_flag
y0ur r@c3 1s 1nf3r10r,English,hate_targeting,critical,your race is inferior,block_and_flag
y0urracei5inferi0r,English,hate_targeting,critical,your race is inferior,block_and_flag
your-race-is-inferior,English,hate_targeting,critical,your race is inferior,block_and_flag
your_race_is_inferior,English,hate_targeting,critical,your race is inferior,block_and_flag
yourr4c31s1nf3r1or,English,hate_targeting,critical,your race is inferior,block_and_flag
yourraceisinferior,English,hate_targeting,critical,your race is inferior,block_and_flag
PEOPLE OF YOUR RACE ARE ANIMALS,English,hate_targeting,critical,people of your race are animals,block_and_flag
p e o p l e o f y o u r r a c e a r e a n i m a l s,English,hate_targeting,critical,people of your race are animals,block_and_flag
p************************s,English,hate_targeting,critical,people of your race are animals,block_and_flag
p30pl3 0f y0ur r@c3 @r3 @n1m@ls,English,hate_targeting,critical,people of your race are animals,block_and_flag
p3opl3ofyourr4c34r34n1m4ls,English,hate_targeting,critical,people of your race are animals,block_and_flag
pe0ple0fy0urraceareanimal5,English,hate_targeting,critical,people of your race are animals,block_and_flag
people-of-your-race-are-animals,English,hate_targeting,critical,people of your race are animals,block_and_flag
people_of_your_race_are_animals,English,hate_targeting,critical,people of your race are animals,block_and_flag
peopleofyourraceareanimals,English,hate_targeting,critical,people of your race are animals,block_and_flag
1 h@t3 y0ur r@c3,English,hate_targeting,critical,I hate your race,block_and_flag
1h4t3yourr4c3,English,hate_targeting,critical,I hate your race,block_and_flag
I HATE YOUR RACE,English,hate_targeting,critical,I hate your race,block_and_flag
i h a t e y o u r r a c e,English,hate_targeting,critical,I hate your race,block_and_flag
i***********e,English,hate_targeting,critical,I hate your race,block_and_flag
i-hate-your-race,English,hate_targeting,critical,I hate your race,block_and_flag
i_hate_your_race,English,hate_targeting,critical,I hate your race,block_and_flag
ihatey0urrace,English,hate_targeting,critical,I hate your race,block_and_flag
ihateyourrace,English,hate_targeting,critical,I hate your race,block_and_flag
MGA LAHI NINYO AY BASURA,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
m g a l a h i n i n y o a y b a s u r a,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
m******************a,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
mg4l4h1n1nyo4yb4sur4,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
mg@ l@h1 n1ny0 @y b@sur@,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
mga-lahi-ninyo-ay-basura,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
mga_lahi_ninyo_ay_basura,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
mgalahininy0ayba5ura,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
mgalahininyoaybasura,Filipino/Tagalog,hate_targeting,critical,mga lahi ninyo ay basura,block_and_flag
BUMALIK KA SA BANSA MO,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
b u m a l i k k a s a b a n s a m o,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
b****************o,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
bum4l1kk4s4b4ns4mo,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
bum@l1k k@ s@ b@ns@ m0,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
bumalik-ka-sa-bansa-mo,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
bumalik_ka_sa_bansa_mo,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
bumalikka5aban5am0,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
bumalikkasabansamo,Filipino/Tagalog,xenophobic_insult,critical,bumalik ka sa bansa mo,block_and_flag
